"Group","Family","Scientific Name","Common Name","Native Habitat","Exotic / Native Transplant","State","HUC","Name"
"Mollusks-Bivalves","Corbiculidae","Corbicula fluminea","Asian clam","Freshwater","Exotic","AL","03150201","Upper Alabama"
"Coelenterates-Hydrozoans","Olindiidae","Craspedacusta sowerbyi","freshwater jellyfish","Freshwater","Exotic","AL","03150202","Cahaba"
"Fishes","Centrarchidae","Ambloplites rupestris","rock bass","Freshwater","Native","AL","03150202","Cahaba"
"Fishes","Centrarchidae","Lepomis auritus","redbreast sunfish","Freshwater","Native","AL","03150202","Cahaba"
"Fishes","Centrarchidae","Micropterus dolomieu","smallmouth bass","Freshwater","Native","AL","03150202","Cahaba"
"Fishes","Cichlidae","Archocentrus nigrofasciatus","convict cichlid","Freshwater","Exotic","AL","03150202","Cahaba"
"Fishes","Clupeidae","Alosa sapidissima","American shad","Freshwater-Marine","Native","AL","03150202","Cahaba"
"Fishes","Clupeidae","Dorosoma petenense","threadfin shad","Freshwater-Marine","Native","AL","03150202","Cahaba"
"Fishes","Cyprinidae","Carassius auratus","goldfish","Freshwater","Exotic","AL","03150202","Cahaba"
"Fishes","Cyprinidae","Ctenopharyngodon idella","grass carp","Freshwater","Exotic","AL","03150202","Cahaba"
"Fishes","Cyprinidae","Cyprinus carpio","common carp","Freshwater","Exotic","AL","03150202","Cahaba"
"Fishes","Cyprinidae","Pimephales promelas","fathead minnow","Freshwater","Native","AL","03150202","Cahaba"
"Fishes","Ictaluridae","Ameiurus catus","white catfish","Freshwater","Native","AL","03150202","Cahaba"
"Fishes","Moronidae","Morone chrysops","white bass","Freshwater-Marine","Native","AL","03150202","Cahaba"
"Fishes","Moronidae","Morone chrysops x M. saxatilis","wiper","Freshwater-Marine","Native Hybrid","AL","03150202","Cahaba"
"Fishes","Moronidae","Morone mississippiensis","yellow bass","Freshwater","Native","AL","03150202","Cahaba"
"Mollusks-Bivalves","Corbiculidae","Corbicula fluminea","Asian clam","Freshwater","Exotic","AL","03150202","Cahaba"
"Coelenterates-Hydrozoans","Olindiidae","Craspedacusta sowerbyi","freshwater jellyfish","Freshwater","Exotic","AL","03150203","Middle Alabama"
"Fishes","Catostomidae","Ictiobus cyprinellus","bigmouth buffalo","Freshwater","Native","AL","03150203","Middle Alabama"
"Fishes","Centrarchidae","Lepomis auritus","redbreast sunfish","Freshwater","Native","AL","03150203","Middle Alabama"
"Fishes","Cyprinidae","Cyprinus carpio","common carp","Freshwater","Exotic","AL","03150203","Middle Alabama"
"Fishes","Cyprinidae","Hypophthalmichthys nobilis","bighead carp","Freshwater","Exotic","AL","03150203","Middle Alabama"
"Fishes","Cyprinidae","Pimephales promelas","fathead minnow","Freshwater","Native","AL","03150203","Middle Alabama"
"Fishes","Moronidae","Morone chrysops","white bass","Freshwater-Marine","Native","AL","03150203","Middle Alabama"
"Fishes","Moronidae","Morone chrysops x M. saxatilis","wiper","Freshwater-Marine","Native Hybrid","AL","03150203","Middle Alabama"
"Mollusks-Bivalves","Corbiculidae","Corbicula fluminea","Asian clam","Freshwater","Exotic","AL","03150203","Middle Alabama"
"Fishes","Cyprinidae","Cyprinus carpio","common carp","Freshwater","Exotic","AL","03150204","Lower Alabama"
"Fishes","Moronidae","Morone chrysops","white bass","Freshwater-Marine","Native","AL","03150204","Lower Alabama"
"Fishes","Moronidae","Morone chrysops x M. saxatilis","wiper","Freshwater-Marine","Native Hybrid","AL","03150204","Lower Alabama"
"Fishes","Percidae","Sander canadensis","sauger","Freshwater","Native","AL","03150204","Lower Alabama"
"Mollusks-Bivalves","Corbiculidae","Corbicula fluminea","Asian clam","Freshwater","Exotic","AL","03150204","Lower Alabama"
"Coelenterates-Hydrozoans","Olindiidae","Craspedacusta sowerbyi","freshwater jellyfish","Freshwater","Exotic","AL","03160101","Upper Tombigbee"
"Crustaceans-Cladocerans","Daphnidae","Daphnia lumholtzi","waterflea","Freshwater","Exotic","AL","03160101","Upper Tombigbee"
"Fishes","Centrarchidae","Micropterus dolomieu","smallmouth bass","Freshwater","Native","AL","03160101","Upper Tombigbee"
"Fishes","Cyprinidae","Ctenopharyngodon idella","grass carp","Freshwater","Exotic","AL","03160101","Upper Tombigbee"
"Fishes","Cyprinidae","Cyprinus carpio","common carp","Freshwater","Exotic","AL","03160101","Upper Tombigbee"
"Fishes","Percidae","Perca flavescens","yellow perch","Freshwater","Native","AL","03160101","Upper Tombigbee"
"Mollusks-Bivalves","Corbiculidae","Corbicula fluminea","Asian clam","Freshwater","Exotic","AL","03160101","Upper Tombigbee"
"Mollusks-Bivalves","Corbiculidae","Corbicula fluminea","Asian clam","Freshwater","Exotic","AL","03160103","Buttahatchee"
"Fishes","Cyprinidae","Cyprinus carpio","common carp","Freshwater","Exotic","AL","03160105","Luxapallila"
"Mollusks-Bivalves","Corbiculidae","Corbicula fluminea","Asian clam","Freshwater","Exotic","AL","03160105","Luxapallila"
"Crustaceans-Cladocerans","Daphnidae","Daphnia lumholtzi","waterflea","Freshwater","Exotic","AL","03160106","Middle Tombigbee-Lubbub"
"Fishes","Cyprinidae","Cyprinus carpio","common carp","Freshwater","Exotic","AL","03160106","Middle Tombigbee-Lubbub"
"Fishes","Cyprinidae","Hypophthalmichthys nobilis","bighead carp","Freshwater","Exotic","AL","03160106","Middle Tombigbee-Lubbub"
"Fishes","Moronidae","Morone chrysops","white bass","Freshwater-Marine","Native","AL","03160106","Middle Tombigbee-Lubbub"
"Fishes","Moronidae","Morone chrysops x M. saxatilis","wiper","Freshwater-Marine","Native Hybrid","AL","03160106","Middle Tombigbee-Lubbub"
"Fishes","Percidae","Perca flavescens","yellow perch","Freshwater","Native","AL","03160106","Middle Tombigbee-Lubbub"
"Mollusks-Bivalves","Corbiculidae","Corbicula fluminea","Asian clam","Freshwater","Exotic","AL","03160106","Middle Tombigbee-Lubbub"
"Fishes","Cyprinidae","Cyprinus carpio","common carp","Freshwater","Exotic","AL","03160107","Sipsey"
"Coelenterates-Hydrozoans","Olindiidae","Craspedacusta sowerbyi","freshwater jellyfish","Freshwater","Exotic","AL","03160108","Noxubee"
"Fishes","Cyprinidae","Ctenopharyngodon idella","grass carp","Freshwater","Exotic","AL","03160108","Noxubee"
"Fishes","Cyprinidae","Cyprinus carpio","common carp","Freshwater","Exotic","AL","03160108","Noxubee"
"Mollusks-Bivalves","Corbiculidae","Corbicula fluminea","Asian clam","Freshwater","Exotic","AL","03160108","Noxubee"
"Coelenterates-Hydrozoans","Olindiidae","Craspedacusta sowerbyi","freshwater jellyfish","Freshwater","Exotic","AL","03160109","Mulberry"
"Fishes","Cyprinidae","Cyprinus carpio","common carp","Freshwater","Exotic","AL","03160109","Mulberry"
"Fishes","Moronidae","Morone chrysops","white bass","Freshwater-Marine","Native","AL","03160109","Mulberry"
"Mollusks-Bivalves","Corbiculidae","Corbicula fluminea","Asian clam","Freshwater","Exotic","AL","03160109","Mulberry"
"Coelenterates-Hydrozoans","Olindiidae","Craspedacusta sowerbyi","freshwater jellyfish","Freshwater","Exotic","AL","03160110","Sipsey Fork"
"Fishes","Centrarchidae","Lepomis auritus","redbreast sunfish","Freshwater","Native","AL","03160110","Sipsey Fork"
"Fishes","Centrarchidae","Micropterus dolomieu","smallmouth bass","Freshwater","Native","AL","03160110","Sipsey Fork"
"Fishes","Cyprinidae","Cyprinus carpio","common carp","Freshwater","Exotic","AL","03160110","Sipsey Fork"
"Fishes","Moronidae","Morone chrysops","white bass","Freshwater-Marine","Native","AL","03160110","Sipsey Fork"
"Fishes","Salmonidae","Oncorhynchus mykiss","rainbow trout","Freshwater-Marine","Native","AL","03160110","Sipsey Fork"
"Mollusks-Bivalves","Corbiculidae","Corbicula fluminea","Asian clam","Freshwater","Exotic","AL","03160110","Sipsey Fork"
"Coelenterates-Hydrozoans","Olindiidae","Craspedacusta sowerbyi","freshwater jellyfish","Freshwater","Exotic","AL","03160111","Locust"
"Fishes","Centrarchidae","Lepomis auritus","redbreast sunfish","Freshwater","Native","AL","03160111","Locust"
"Fishes","Cyprinidae","Ctenopharyngodon idella","grass carp","Freshwater","Exotic","AL","03160111","Locust"
"Fishes","Cyprinidae","Cyprinus carpio","common carp","Freshwater","Exotic","AL","03160111","Locust"
"Fishes","Cyprinidae","Pimephales promelas","fathead minnow","Freshwater","Native","AL","03160111","Locust"
"Fishes","Moronidae","Morone chrysops","white bass","Freshwater-Marine","Native","AL","03160111","Locust"
"Fishes","Moronidae","Morone chrysops x M. saxatilis","wiper","Freshwater-Marine","Native Hybrid","AL","03160111","Locust"
"Fishes","Moronidae","Morone mississippiensis","yellow bass","Freshwater","Native","AL","03160111","Locust"
"Fishes","Percidae","Etheostoma nuchale","watercress darter","Freshwater","Native","AL","03160111","Locust"
"Fishes","Salmonidae","Oncorhynchus mykiss","rainbow trout","Freshwater-Marine","Native","AL","03160111","Locust"
"Mollusks-Bivalves","Corbiculidae","Corbicula fluminea","Asian clam","Freshwater","Exotic","AL","03160111","Locust"
"Coelenterates-Hydrozoans","Olindiidae","Craspedacusta sowerbyi","freshwater jellyfish","Freshwater","Exotic","AL","03160112","Upper Black Warrior"
"Fishes","Centrarchidae","Lepomis auritus","redbreast sunfish","Freshwater","Native","AL","03160112","Upper Black Warrior"
"Fishes","Cyprinidae","Ctenopharyngodon idella","grass carp","Freshwater","Exotic","AL","03160112","Upper Black Warrior"
"Fishes","Cyprinidae","Cyprinus carpio","common carp","Freshwater","Exotic","AL","03160112","Upper Black Warrior"
"Fishes","Cyprinidae","Hypophthalmichthys nobilis","bighead carp","Freshwater","Exotic","AL","03160112","Upper Black Warrior"
"Fishes","Cyprinidae","Notropis baileyi","rough shiner","Freshwater","Native","AL","03160112","Upper Black Warrior"
"Fishes","Moronidae","Morone chrysops","white bass","Freshwater-Marine","Native","AL","03160112","Upper Black Warrior"
"Fishes","Moronidae","Morone chrysops x M. saxatilis","wiper","Freshwater-Marine","Native Hybrid","AL","03160112","Upper Black Warrior"
"Mollusks-Bivalves","Corbiculidae","Corbicula fluminea","Asian clam","Freshwater","Exotic","AL","03160112","Upper Black Warrior"
"Fishes","Centrarchidae","Lepomis auritus","redbreast sunfish","Freshwater","Native","AL","03160113","Lower Black Warrior"
"Fishes","Cyprinidae","Ctenopharyngodon idella","grass carp","Freshwater","Exotic","AL","03160113","Lower Black Warrior"
"Fishes","Cyprinidae","Cyprinus carpio","common carp","Freshwater","Exotic","AL","03160113","Lower Black Warrior"
"Fishes","Ictaluridae","Ameiurus nebulosus","brown bullhead","Freshwater","Native","AL","03160113","Lower Black Warrior"
"Fishes","Moronidae","Morone chrysops","white bass","Freshwater-Marine","Native","AL","03160113","Lower Black Warrior"
"Fishes","Moronidae","Morone chrysops x M. saxatilis","wiper","Freshwater-Marine","Native Hybrid","AL","03160113","Lower Black Warrior"
"Crustaceans-Mysids","Mysidae","Mysis relicta","opossum shrimp","Freshwater","Native","AL","03160201","Middle Tombigbee-Chickasaw"
"Fishes","Centrarchidae","Micropterus dolomieu","smallmouth bass","Freshwater","Native","AL","03160201","Middle Tombigbee-Chickasaw"
"Fishes","Cyprinidae","Ctenopharyngodon idella","grass carp","Freshwater","Exotic","AL","03160201","Middle Tombigbee-Chickasaw"
"Fishes","Cyprinidae","Cyprinella lutrensis","red shiner","Freshwater","Native","AL","03160201","Middle Tombigbee-Chickasaw"
"Fishes","Cyprinidae","Cyprinus carpio","common carp","Freshwater","Exotic","AL","03160201","Middle Tombigbee-Chickasaw"
"Fishes","Ictaluridae","Ameiurus nebulosus","brown bullhead","Freshwater","Native","AL","03160201","Middle Tombigbee-Chickasaw"
"Fishes","Moronidae","Morone chrysops","white bass","Freshwater-Marine","Native","AL","03160201","Middle Tombigbee-Chickasaw"
"Fishes","Percidae","Perca flavescens","yellow perch","Freshwater","Native","AL","03160201","Middle Tombigbee-Chickasaw"
"Mollusks-Bivalves","Corbiculidae","Corbicula fluminea","Asian clam","Freshwater","Exotic","AL","03160201","Middle Tombigbee-Chickasaw"
"Fishes","Cyprinidae","Cyprinus carpio","common carp","Freshwater","Exotic","AL","03160202","Sucarnoochee"
"Mollusks-Bivalves","Corbiculidae","Corbicula fluminea","Asian clam","Freshwater","Exotic","AL","03160202","Sucarnoochee"
"Coelenterates-Hydrozoans","Olindiidae","Craspedacusta sowerbyi","freshwater jellyfish","Freshwater","Exotic","AL","03160203","Lower Tombigbee"
"Fishes","Centrarchidae","Micropterus salmoides","largemouth bass","Freshwater","Native","AL","03160203","Lower Tombigbee"
"Fishes","Cyprinidae","Ctenopharyngodon idella","grass carp","Freshwater","Exotic","AL","03160203","Lower Tombigbee"
"Fishes","Cyprinidae","Cyprinus carpio","common carp","Freshwater","Exotic","AL","03160203","Lower Tombigbee"
"Fishes","Ictaluridae","Ameiurus catus","white catfish","Freshwater","Native","AL","03160203","Lower Tombigbee"
"Fishes","Moronidae","Morone chrysops","white bass","Freshwater-Marine","Native","AL","03160203","Lower Tombigbee"
"Fishes","Moronidae","Morone chrysops x M. saxatilis","wiper","Freshwater-Marine","Native Hybrid","AL","03160203","Lower Tombigbee"
"Mollusks-Bivalves","Corbiculidae","Corbicula fluminea","Asian clam","Freshwater","Exotic","AL","03160203","Lower Tombigbee"
"Coelenterates-Hydrozoans","Olindiidae","Craspedacusta sowerbyi","freshwater jellyfish","Freshwater","Exotic","AL","03160204","Mobile-Tensaw"
"Crustaceans-Cladocerans","Daphnidae","Daphnia lumholtzi","waterflea","Freshwater","Exotic","AL","03160204","Mobile-Tensaw"
"Fishes","Cichlidae","Oreochromis niloticus","Nile tilapia","Freshwater","Exotic","AL","03160204","Mobile-Tensaw"
"Fishes","Cyprinidae","Cyprinus carpio","common carp","Freshwater","Exotic","AL","03160204","Mobile-Tensaw"
"Fishes","Ictaluridae","Ameiurus catus","white catfish","Freshwater","Native","AL","03160204","Mobile-Tensaw"
"Fishes","Moronidae","Morone chrysops","white bass","Freshwater-Marine","Native","AL","03160204","Mobile-Tensaw"
"Fishes","Moronidae","Morone chrysops x M. saxatilis","wiper","Freshwater-Marine","Native Hybrid","AL","03160204","Mobile-Tensaw"
"Fishes","Moronidae","Morone mississippiensis","yellow bass","Freshwater","Native","AL","03160204","Mobile-Tensaw"
"Mammals","Capromyidae","Myocastor coypus","nutria","Freshwater","Exotic","AL","03160204","Mobile-Tensaw"
"Mollusks-Bivalves","Corbiculidae","Corbicula fluminea","Asian clam","Freshwater","Exotic","AL","03160204","Mobile-Tensaw"
"Mollusks-Gastropods","Ampullariidae","Pomacea maculata","giant applesnail","Freshwater","Exotic","AL","03160204","Mobile-Tensaw"
"Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","Freshwater","Exotic","AL","03160205","Mobile Bay"
"Crustaceans-Shrimp","Penaeidae","Penaeus monodon","Asian tiger shrimp","Marine","Exotic","AL","03160205","Mobile Bay"
"Fishes","Characidae","Piaractus brachypomus","pirapatinga, red-bellied pacu","Freshwater","Exotic","AL","03160205","Mobile Bay"
"Fishes","Cichlidae","Oreochromis niloticus","Nile tilapia","Freshwater","Exotic","AL","03160205","Mobile Bay"
"Fishes","Cyprinidae","Ctenopharyngodon idella","grass carp","Freshwater","Exotic","AL","03160205","Mobile Bay"
"Fishes","Cyprinidae","Cyprinus carpio","common carp","Freshwater","Exotic","AL","03160205","Mobile Bay"
"Fishes","Ictaluridae","Ameiurus catus","white catfish","Freshwater","Native","AL","03160205","Mobile Bay"
"Fishes","Salmonidae","Oncorhynchus mykiss","rainbow trout","Freshwater-Marine","Native","AL","03160205","Mobile Bay"
"Mammals","Capromyidae","Myocastor coypus","nutria","Freshwater","Exotic","AL","03160205","Mobile Bay"
"Crustaceans-Copepods","Temoridae","Eurytemora affinis","a calanoid copepod","Freshwater-Marine","Native?","AL","03170002","Upper Chickasawhay"
"Mollusks-Bivalves","Corbiculidae","Corbicula fluminea","Asian clam","Freshwater","Exotic","AL","03170002","Upper Chickasawhay"
"Mollusks-Bivalves","Corbiculidae","Corbicula fluminea","Asian clam","Freshwater","Exotic","AL","03170003","Lower Chickasawhay"
"Fishes","Characidae","Piaractus brachypomus","pirapatinga, red-bellied pacu","Freshwater","Exotic","AL","03170008","Escatawpa"
"Fishes","Cichlidae","Oreochromis niloticus","Nile tilapia","Freshwater","Exotic","AL","03170008","Escatawpa"
"Fishes","Clupeidae","Dorosoma petenense","threadfin shad","Freshwater-Marine","Native","AL","03170008","Escatawpa"
"Mollusks-Gastropods","Ampullariidae","Pomacea maculata","giant applesnail","Freshwater","Exotic","AL","03170008","Escatawpa"
"Mollusks-Gastropods","Viviparidae","Cipangopaludina japonica","Japanese mysterysnail","Freshwater","Exotic","AL","03170008","Escatawpa"
"Reptiles-Crocodilians","Crocodylidae","Crocodylus niloticus","Nile Crocodile","Brackish","Exotic","AL","03170008","Escatawpa"
"Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","Freshwater","Exotic","AL","03170009","Mississippi Coastal"
"Crustaceans-Shrimp","Palaemonidae","Macrobrachium rosenbergii","giant river prawn","Marine-Freshwater","Exotic","AL","03170009","Mississippi Coastal"
